character,record_type,record_subtype,name,activation_requirement,stack_limit,cp_cost,die_face,rules_text,character_form,potion_slot_limit,summon_cost,companion_limit,unearth_corpse_value,companion_activation_limit,ace_charge_slot_limit
Deadpool,Unique Card,Hero Upgrade,"Knife Fight DOS / Stabby, Stabby","Knife Fight DOS: [pew] ×2 + [knife] ×2; Stabby, Stabby: [knife] ×5",,2,,"KNIFE FIGHT DOS — Gain RPS and Onomatopoeia. Deal 4 pure dmg. STABBY, STABBY — Deal 11 undefendable dmg.",All Forms,,,,,,
Deadpool,Unique Card,Roll Phase Action (Attack Modifier),...Dealt It!,,,1,,Add 2 dmg. Play this card with your He Who Smelt It... card to add 3 dmg instead.,All Forms,,,,,,
Deadpool,Unique Card,Instant Action,Whatsamata Pea Ya?!,,,1,,Gain Onomatopoeia.,All Forms,,,,,,
Deadpool,Unique Card,Main Phase Action,The Sound of an Eclaire!,,,0,,"PROMO CARD — Roll 1 [die]: On [mask], gain 2 Donut and 2 Onomatopoeia. On any other outcome, draw 1.",All Forms,,,,,,
Deadpool,Unique Card,Hero Upgrade,Mutant Healing DOS,Defense Roll 4 [dice],,3,,Heal 2. Deal 1 × [knife] dmg. Gain 1 × [joke] Onomatopoeia.,All Forms,,,,,,
Deadpool,Unique Card,Hero Upgrade,Finger Guns DOS / ???,Finger Guns DOS: [pew] ×3 / [pew] ×4 / [pew] ×5; ???: [pew] ×2 + [mask] ×2,,0,,FINGER GUNS DOS — [pew] ×3: Deal 5 dmg. [pew] ×4: Deal 6 dmg. [pew] ×5: Deal 7 dmg. Gain 1 CP. ??? — Choose any 4-letter word you want for this ability’s name. Gain Donut. Deal 4 undefendable dmg.,All Forms,,,,,,
Krampus,Status Effect,Negative Status Effect,Coal,,4,,,"Prevents 1 CP from being gained: The next time a player with four of these tokens would gain CP, they must first remove all Coal tokens. Then reduce the amount of CP gained by 1 CP.",All Forms,,,,,,
Krampus,Status Effect,Unique Status Effect,Gift,,3,,,"Spend to gain a Reject: During your Main Phase, you may spend this token to draw a card from the Reject deck and put it into play. This token may not be transferred by any means (but can be removed).",All Forms,,,,,,
Krampus,Companion,Companion Rules,Rejects,,,,,"Each Reject may be Activated once per turn to provide an immediate effect. Whenever a Reject is drawn, it is immediately put into play face up next to your Hero Board. When Activating a Reject, resolve the Activation Effect and then discard it into the Reject discard pile. You may only have 3 Rejects in play at a time and they have no effect until Activated. If you ever have more than 3 Rejects, immediately discard back down to 3 without Activating any discarded Rejects. If you ever need to draw a Reject and none are available, shuffle the Reject discard pile to form a new Reject deck. HERO SETUP — Begin the game with the Reject cards shuffled into their own draw pile, then draw 1 Reject.",All Forms,,,3,,,
Krampus,Companion,Reject Companion,Squishy,,,,,Activation Effect — Play only after being Attacked. Prevent 3 incoming dmg.,All Forms,,,,,1,
Krampus,Companion,Reject Companion,Bitey,,,,,Activation Effect — Heal 2. Add 2 dmg. Attack Modifier.,All Forms,,,,,1,
Krampus,Companion,Reject Companion,Wormy,,,,,Activation Effect — Perform an additional Roll Attempt of up to five dice during your Offensive Roll Phase.,All Forms,,,,,1,
Krampus,Companion,Reject Companion,Sproingy,,,,,Activation Effect — Inflict 2 Coal. Add 1 dmg. Attack Modifier.,All Forms,,,,,1,
Krampus,Companion,Reject Companion,Dotty,,,,,Activation Effect — Add 3 dmg. Attack Modifier.,All Forms,,,,,1,
Krampus,Companion,Reject Companion,Sargey,,,,,Activation Effect — Make your Attack undefendable. Attack Modifier.,All Forms,,,,,1,
Krampus,Hero Board Ability,Offensive Ability,Swat,[switch] ×3 / [switch] ×4 / [switch] ×5,,,,[switch] ×3: Deal 5 dmg. [switch] ×4: Deal 6 dmg. [switch] ×5: Deal 7 dmg.,All Forms,,,,,,
Krampus,Hero Board Ability,Offensive Ability,Scavenge,[present] ×3,,,,Gain 3 Gifts. Gain 2 CP and draw 1.,All Forms,,,,,,
Krampus,Hero Board Ability,Offensive Ability,Bad Tidings,[switch] ×1 + [jingle] ×1 + [present] ×1 + [horns] ×1,,,,Distribute 3 Coal among opponents. Then deal 2 collateral dmg to each opponent per Coal on their board.,All Forms,,,,,,
Krampus,Hero Board Ability,Offensive Ability,Rotter,[switch] ×2 + [jingle] ×2,,,,"Inflict Coal. Deal 8 dmg. Roll 1 [die]: On [switch], inflict 1 additional Coal. On [present], gain Gift. On [horns], draw 1 Reject.",All Forms,,,,,,
Krampus,Hero Board Ability,Offensive Ability,Misbehaving,Small Straight,,,,Gain Gift. Deal 7 dmg.,All Forms,,,,,,
Krampus,Hero Board Ability,Offensive Ability,Spoils,[horns] ×4,,,,Gain Gift. Draw 1 Reject. Inflict 2 Coal. Deal 9 dmg.,All Forms,,,,,,
Krampus,Hero Board Ability,Offensive Ability,Rejection,Large Straight,,,,"Draw 1 Reject, or you may Activate one Reject without discarding it. Deal 8 dmg.",All Forms,,,,,,
Krampus,Hero Board Ability,Defensive Ability,Deviled Eggs,Defense Roll 3 [dice],,,,"On [switch] ×2, inflict Coal. On [present], gain Gift. On [horns], deal 1 dmg per Reject.",All Forms,,,,,,
Krampus,Hero Board Ability,Ultimate Ability,Discomfort and Pain,[horns] ×5,,,,"Gain Gift. Draw 2 Rejects. Deal 10 dmg. You may Activate one Reject without discarding it. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Krampus,Character Die,Die Symbol,Switch,,,,1; 2; 3,Switch.,All Forms,,,,,,
Krampus,Character Die,Die Symbol,Jingle,,,,4,Jingle.,All Forms,,,,,,
Krampus,Character Die,Die Symbol,Present,,,,5,Present.,All Forms,,,,,,
Krampus,Character Die,Die Symbol,Horns,,,,6,Horns.,All Forms,,,,,,
Krampus,Unique Card,Hero Upgrade,Rotter II,[switch] ×2 + [jingle] ×2,,1,,Deal 8 dmg. Roll 2 [dice]: Inflict 1 × [switch] Coal. Heal 1 × [jingle]. Gain 1 × [present] Gift. Draw 1 × [horns] Reject.,All Forms,,,,,,
Krampus,Unique Card,Hero Upgrade,Misbehaving II,Small Straight,,1,,Gain Gift. Deal 8 dmg.,All Forms,,,,,,
Krampus,Unique Card,Main Phase Action,Krampus' Helper!,,,3,,Draw 2 Rejects.,All Forms,,,,,,
Krampus,Unique Card,Hero Upgrade,Spoils II / Unholy Presents,Spoils II: [horns] ×4; Unholy Presents: [horns] ×3,,2,,SPOILS II — Gain Gift. Draw 2 Rejects. Inflict 2 Coal. Deal 9 dmg. UNHOLY PRESENTS — Gain Gift. Deal 4 undefendable dmg.,All Forms,,,,,,
Krampus,Unique Card,Hero Upgrade,Rejection II / Charcoal Surprise,Rejection II: Large Straight; Charcoal Surprise: [switch] ×3 + [present] ×1,,2,,REJECTION II — Draw 1 Reject. You may Activate one Reject without discarding it. Deal 9 dmg. CHARCOAL SURPRISE — Gain Gift. Inflict Coal. Deal 2 undefendable dmg.,All Forms,,,,,,
Krampus,Unique Card,Main Phase Action,Krusty Krampus!,,,0,,"PROMO CARD — Roll 1 [die]: On [horns], gain 3 Gifts. On any other outcome, draw 1.",All Forms,,,,,,
Krampus,Unique Card,Instant Action,Regift!,,,1,,This card may only be played when Activating a Reject. Do not discard the Reject when performing its Activation Effect.,All Forms,,,,,,
Krampus,Unique Card,Roll Phase Action (Attack Modifier),Dotty's Diversion!,,,0,,"This card may only be played when Activating Dotty. If your opponents are inflicted with at least 2 Coal, gain 2 CP. Additionally, if they are inflicted with at least 4 Coal, draw 1.",All Forms,,,,,,
Krampus,Unique Card,Roll Phase Action (Attack Modifier),Bitey's Bite!!,,,2,,This card may only be played when Activating Bitey. Double the Activation Effect of Bitey.,All Forms,,,,,,
Krampus,Unique Card,Hero Upgrade,Deviled Eggs II,Defense Roll 4 [dice],,3,,"On [switch] ×2, inflict Coal. On [jingle], Heal 1. On [present], gain Gift. On [horns], deal 1 dmg per Reject.",All Forms,,,,,,
Krampus,Unique Card,Main Phase Action,Give a Little!,,,0,,Discard a Gift to deal 3 dmg to a chosen opponent.,All Forms,,,,,,
Krampus,Unique Card,Hero Upgrade,Swat II,[switch] ×3 / [switch] ×4 / [switch] ×5,,1,,"[switch] ×3: Deal 5 dmg. [switch] ×4: Deal 6 dmg. [switch] ×5: Deal 7 dmg. On 3-of-a-kind, gain Gift.",All Forms,,,,,,
Krampus,Unique Card,Roll Phase Action (Attack Modifier),Sproingy's Surprise!,,,2,,"This card may only be played when Activating Sproingy. Add 1 dmg for each Coal that opponents are inflicted with, up to a maximum of 4.",All Forms,,,,,,
Krampus,Unique Card,Hero Upgrade,Scavenge II,[present] ×2,,0,,Gain 3 Gifts. Then gain 2 CP and draw 1.,All Forms,,,,,,
Santa,Status Effect,Positive Status Effect,Cheer,,3,,,"Spend to re-roll or change one of your dice to a 6: A player with this token may spend 1 to re-roll 1 of their dice, or spend 3 to change any one of their dice to a 6.",All Forms,,,,,,
Santa,Status Effect,Positive Status Effect,Egg Nog,,5,,,"Spend 3 for a benefit: A player may spend 3 of these tokens at any time to roll 1 [die]. On [axe], deal 2 dmg to a chosen opponent as an isolated source of undefendable dmg. On [bell], Heal 2 and gain 1 CP. On [star], Heal 2 and draw 1 card.",All Forms,,,,,,
Santa,Hero Board Ability,Offensive Ability,Trim Your Tree,[axe] ×3 / [axe] ×4 / [axe] ×5,,,,[axe] ×3: Deal 4 dmg. [axe] ×4: Deal 6 dmg. [axe] ×5: Deal 8 dmg.,All Forms,,,,,,
Santa,Hero Board Ability,Offensive Ability,Festivities,[axe] ×3 + [star] ×2,,,,Gain 2 Egg Nog. All players gain 1 CP. Then deal 7 dmg plus 1 dmg per player.,All Forms,,,,,,
Santa,Hero Board Ability,Offensive Ability,Fireside Chat,[bell] ×4,,,,"After targeting an opponent, roll 1 [die]. If your roll is equal to or greater than 6, deal 6 undefendable dmg and gain Cheer. Otherwise, deal 8 dmg and gain Egg Nog.",All Forms,,,,,,
Santa,Hero Board Ability,Offensive Ability,Naughty or Nice,[axe] ×2 + [bell] ×2 + [star] ×1,,,,"After targeting an opponent, roll 1 [die]. On 1–4, your opponent is nice: They gain 1 CP, then deal 10 dmg. On 5–6, your opponent is naughty: They gain Cheer, then deal 12 dmg.",All Forms,,,,,,
Santa,Hero Board Ability,Offensive Ability,Rosey Cheeks,Small Straight,,,,Gain Cheer. Then deal 6 dmg plus 1 dmg per Cheer.,All Forms,,,,,,
Santa,Hero Board Ability,Offensive Ability,Holly Jolly,[star] ×4,,,,Gain 2 Cheer and 3 Egg Nog. Deal 6 undefendable dmg.,All Forms,,,,,,
Santa,Hero Board Ability,Offensive Ability,Reindeer Games,Large Straight,,,,Gain Cheer and 2 Egg Nog. Then deal 4 dmg plus 1 dmg per Egg Nog plus 1 dmg per Cheer.,All Forms,,,,,,
Santa,Hero Board Ability,Defensive Ability,Egg Noggin' It,Defense Roll 4 [dice],,,,"Gain 1 × [bell] Egg Nog. On [star], gain Cheer.",All Forms,,,,,,
Santa,Hero Board Ability,Ultimate Ability,Comfort and Joy!,[star] ×5,,,,"Gain 4 Egg Nog. Deal 10 dmg. Immediately target the same opponent with an additional Offensive Roll Phase. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Santa,Character Die,Die Symbol,Axe,,,,1; 2; 3,Axe.,All Forms,,,,,,
Santa,Character Die,Die Symbol,Bell,,,,4; 5,Bell.,All Forms,,,,,,
Santa,Character Die,Die Symbol,Star,,,,6,Star.,All Forms,,,,,,
Santa,Unique Card,Roll Phase Action (Attack Modifier),Extremely Naughty!,,,0,,"Play only after activating your Naughty or Nice Offensive Ability. If your opponent is naughty, this Attack becomes undefendable. Additionally, your opponent must apologize to you for being naughty or else receive 2 more dmg.",All Forms,,,,,,
Santa,Unique Card,Instant Action,Nogtastic!,,,1,,Gain 5 Egg Nog.,All Forms,,,,,,
Santa,Unique Card,Main Phase Action,Santa's Helper!,,,0,,"Discard 5 Egg Nog to Heal 2, draw 1 card, gain Cheer, and deal 2 dmg to a chosen opponent as an isolated source of undefendable dmg.",All Forms,,,,,,
Santa,Unique Card,Main Phase Action,Rebel Without a Claus!,,,0,,"PROMO CARD — Roll 1 [die]: On [star], gain 2 Cheer and 4 Egg Nog. On any other outcome, draw 1.",All Forms,,,,,,
Santa,Unique Card,Hero Upgrade,Egg Noggin' It II,Defense Roll 5 [dice],,2,,"Gain 1 × [bell] Egg Nog. On [star], gain Cheer.",All Forms,,,,,,
Santa,Unique Card,Hero Upgrade,Festivities II,[axe] ×3 + [star] ×2,,2,,Gain 3 Egg Nog. All players gain 1 CP. Then deal 8 dmg plus 1 dmg per player.,All Forms,,,,,,
Santa,Unique Card,Hero Upgrade,Trim Your Tree II,[axe] ×3 / [axe] ×4 / [axe] ×5,,2,,"[axe] ×3: Deal 5 dmg. [axe] ×4: Deal 7 dmg. [axe] ×5: Deal 9 dmg. On 4-of-a-kind, gain Egg Nog.",All Forms,,,,,,
Santa,Unique Card,Hero Upgrade,Holly Jolly II / Tannenboom,Holly Jolly II: [star] ×4; Tannenboom: [star] ×3,,2,,HOLLY JOLLY II — Gain 3 Cheer and 3 Egg Nog. Deal 7 undefendable dmg. TANNENBOOM — Gain Cheer and 5 Egg Nog.,All Forms,,,,,,
Santa,Unique Card,Hero Upgrade,Rosey Cheeks II,Small Straight,,2,,Gain Cheer and Egg Nog. Then deal 7 dmg plus 1 dmg per Cheer.,All Forms,,,,,,
Santa,Unique Card,Main Phase Action,White Elephant Gift!,,,0,,"Conceal Cheer and 3 Egg Nog in one hand and nothing in your other hand. Your opponent chooses a hand (or rolls a die to determine if preferred). If they choose the empty hand, you keep the contents of the other. Otherwise, nothing happens.",All Forms,,,,,,
Santa,Unique Card,Hero Upgrade,Reindeer Games II / Mistletoe,Reindeer Games II: Large Straight; Mistletoe: [axe] ×2 + [bell] ×2,,2,,REINDEER GAMES II — Gain Cheer and 2 Egg Nog. Then deal 4 dmg plus 1 dmg per Egg Nog plus 2 dmg per Cheer. MISTLETOE — Two chosen players gain Cheer (may choose the same player twice). Deal 2 undefendable dmg.,All Forms,,,,,,
Santa,Unique Card,Instant Action,"Ho, Ho, Ho!",,,1,,Roll 1 [die]. Gain half the value as Cheer (rounded up).,All Forms,,,,,,
Santa,Unique Card,Hero Upgrade,Naughty or Nice II,[axe] ×2 + [bell] ×2 + [star] ×1,,2,,"After targeting an opponent, roll 1 [die]. On 1–3, your opponent is nice: They gain 1 CP, then deal 11 dmg. On 4–6, your opponent is naughty: They gain Cheer, then deal 13 dmg.",All Forms,,,,,,
Santa,Unique Card,Roll Phase Action (Attack Modifier),Rude-olph!,,,1,,Add 1 dmg per Cheer.,All Forms,,,,,,
Santa,Unique Card,Roll Phase Action (Attack Modifier),Gang-Deer!,,,1,,"Roll 5 [dice]. Add 1 × [axe] dmg. On [bell] ×2, gain Cheer.",All Forms,,,,,,
Paladin,Status Effect,Positive Status Effect,Retribution,,1,,,Spend when Attacked to deal half dmg back: This token may be spent after being Attacked as a result of an opponent’s Offensive Roll Phase to deal half of the incoming dmg (rounded up) back to the Attacker.,All Forms,,,,,,
Paladin,Status Effect,Positive Status Effect,Crit,,1,,,"Spend to add 4 dmg to your Attack: If a player with this token is dealing at least 5 dmg as a result of their Offensive Roll Phase, this token may be spent to deal 4 dmg. Attack Modifier.",All Forms,,,,,,
Paladin,Status Effect,Positive Status Effect,Protect,,1,,,Prevent half incoming damage: A player with this token may spend it at any time to prevent half incoming damage (rounded up).,All Forms,,,,,,
Paladin,Status Effect,Positive Status Effect,Accuracy,,1,,,Spend to make your Attack undefendable: A player with this token may spend it at the conclusion of their Offensive Roll Phase to make their Attack undefendable. Attack Modifier.,All Forms,,,,,,
Paladin,Status Effect,Unique Status Effect,Blessing of Divinity,,1,,,"Prevent being defeated: The next time a player (or team) with this token would have their health reduced to 0, remove this token and set their health to 1 instead. This token may not be removed or transferred by any other means.",All Forms,,,,,,
Paladin,Hero Board Ability,Passive Ability,Tithe,,,,,You may re-roll 1 of your dice at any time for 1 CP per re-roll. You may draw 1 at any time for 3 CP per card.,All Forms,,,,,,
Paladin,Hero Board Ability,Offensive Ability,Retaliate,[helmet] ×3 + [prayer] ×1,,,,A chosen player gains Retribution. Gain 3 CP.,All Forms,,,,,,
Paladin,Hero Board Ability,Offensive Ability,Righteous Combat,[sword] ×3 + [helmet] ×2,,,,Deal 5 dmg and roll 2 [dice]: Add 1 × [helmet] plus 2 × [sword] dmg. Heal 2 × [life]. Gain 1 CP × [prayer].,All Forms,,,,,,
Paladin,Hero Board Ability,Offensive Ability,Mighty Prayer,[sword] ×3 + [prayer] ×1,,,,Deal 3 undefendable dmg. Then gain Crit and Accuracy.,All Forms,,,,,,
Paladin,Hero Board Ability,Offensive Ability,Holy Attack,Small Straight / Large Straight,,,,SMALL STRAIGHT — Heal 1. Deal 6 dmg. LARGE STRAIGHT — Heal 2. Deal 8 dmg.,All Forms,,,,,,
Paladin,Hero Board Ability,Offensive Ability,Righteous Prayer,[prayer] ×4,,,,Deal 8 dmg. Then gain Crit and 2 CP.,All Forms,,,,,,
Paladin,Hero Board Ability,Offensive Ability,Holy Light,[life] ×2,,,,"Heal 1 × [life] and roll 2 [dice]: On [sword], gain Crit. On [helmet], gain Protect. On [life], draw 1. On [prayer], gain 2 CP.",All Forms,,,,,,
Paladin,Hero Board Ability,Defensive Ability,Divine Defense,Defense Roll 3 [dice],,,,"On [sword], deal 1 dmg. Prevent 1 × [helmet] plus 2 × [life] dmg. Gain 1 CP × [prayer].",All Forms,,,,,,
Paladin,Hero Board Ability,Ultimate Ability,Resolute Faith!,[prayer] ×5,,,,"Gain Blessing of Divinity. Heal 5. Deal 10 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Paladin,Character Die,Die Symbol,Sword,,,,1; 2,Sword.,All Forms,,,,,,
Paladin,Character Die,Die Symbol,Helmet,,,,3; 4,Helmet.,All Forms,,,,,,
Paladin,Character Die,Die Symbol,Life,,,,5,Life.,All Forms,,,,,,
Paladin,Character Die,Die Symbol,Prayer,,,,6,Prayer.,All Forms,,,,,,
Paladin,Unique Card,Hero Upgrade,Righteous Combat III / Steadfast,Righteous Combat III: [sword] ×3 + [helmet] ×2; Steadfast: [sword] ×2 + [helmet] ×1,,4,,RIGHTEOUS COMBAT III — Deal 6 dmg and roll 3 [dice]: Add 1 × [helmet] plus 2 × [sword] dmg. Heal 2 × [life]. Gain 1 CP × [prayer]. STEADFAST — Heal 2. Deal 2 undefendable dmg.,All Forms,,,,,,
Paladin,Unique Card,Hero Upgrade,Holy Light II,[life] ×2,,2,,"Heal 1 × [life] and roll 3 [dice]: On [sword], gain Crit. On [helmet], gain Protect. Draw 1 × [life]. Gain 2 CP × [prayer].",All Forms,,,,,,
Paladin,Unique Card,Hero Upgrade,Divine Defense II,Defense Roll 4 [dice],,3,,Deal 1 × [sword] dmg. Prevent 1 × [helmet] plus 2 × [life] dmg. Gain 1 CP × [prayer].,All Forms,,,,,,
Paladin,Unique Card,Hero Upgrade,Holy Attack II,Small Straight / Large Straight,,2,,SMALL STRAIGHT — Heal 1. Deal 7 dmg. LARGE STRAIGHT — Heal 2. Deal 9 dmg.,All Forms,,,,,,
Paladin,Unique Card,Hero Upgrade,Tithe II,,,3,,"PASSIVE — You may re-roll 1 of your dice at any time for 1 CP per re-roll. You may draw 1 at any time for 2 CP per card. Whenever you successfully activate an ability during your Offensive Roll Phase that utilizes at least 1 [prayer], gain 1 CP.",All Forms,,,,,,
Paladin,Unique Card,Main Phase Action,Consecration!,,,4,,"A chosen player gains Protect, Retribution, Crit, and Accuracy.",All Forms,,,,,,
Paladin,Unique Card,Hero Upgrade,Retaliate II / Requital,Retaliate II: [helmet] ×3 + [prayer] ×1; Requital: [sword] ×1 + [helmet] ×1 + [life] ×1 + [prayer] ×1,,1,,RETALIATE II — A chosen player gains Retribution. Gain 4 CP. REQUITAL — Gain Retribution. Heal 1. Deal 3 undefendable dmg.,All Forms,,,,,,
Paladin,Unique Card,Main Phase Action,Divine Favor!,,,0,,"PROMO CARD — Roll 1 [die]: On [prayer], gain 4 CP. On any other outcome, draw 1.",All Forms,,,,,,
Paladin,Unique Card,Hero Upgrade,Righteous Combat II,[sword] ×3 + [helmet] ×2,,2,,Deal 5 dmg and roll 3 [dice]: Add 1 × [helmet] plus 2 × [sword] dmg. Heal 2 × [life]. Gain 1 CP × [prayer].,All Forms,,,,,,
Paladin,Unique Card,Hero Upgrade,Righteous Prayer II / Prosperity,Righteous Prayer II: [prayer] ×4; Prosperity: [prayer] ×3,,2,,RIGHTEOUS PRAYER II — Deal 8 undefendable dmg. Then gain Crit and 2 CP. PROSPERITY — Gain 4 CP.,All Forms,,,,,,
Paladin,Unique Card,Roll Phase Action,Absolution!,,,1,,"Play only after being Attacked. Roll 1 [die]: On [sword], deal 3 dmg. On [helmet], prevent 3 dmg. On [life], prevent 5 dmg. On [prayer], prevent 2 dmg and gain 2 CP.",All Forms,,,,,,
